Vacancy,Vacancy_Description,Industry,Company,Salary,Experience,Education,Location,Working_schedule,Working_conditions,Date
Специалист-техник по обслуживанию специального телекоммуникационного оборудования,заместитель руководителя по ИКТ,"IT, телекоммуникации, связь, электроника Телекоммуникации","Учреждение ""Костанайский социально-технический колледж""",от 250 000 тг.,3 года стажа,высшее,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,11/26/2020
Системный администратор,1 ставка,"IT, телекоммуникации, связь, электроника Системная интеграция","Коммунальное государственное учреждение ""Областная специализированная военная школа-интернат"" управления образования Павлодарской области, акимата Павлодарской области",от 72 558 тг.,1 год стажа,высшее,КОСТАНАЙСКАЯ ОБЛАСТЬ / г. Костанай,полный рабочий день,нормальные,11/26/2020
Системный администратор,IT - специалист,"IT, телекоммуникации, связь, электроника Системная интеграция","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗАХСТАНСКИЙ ОПЕРАТОР ПО УПРАВЛЕНИЮ ОТХОДАМИ""",от 130 000 тг.,1 год стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Караганда,полный рабочий день,нормальные,11/26/2020
Системный администратор информационно-коммуникационных систем,Методист - аналитик,"IT, телекоммуникации, связь, электроника Сетевые технологии","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАБЕРЛИК-КАЗАХСТАН""",от 70 000 тг.,1 год стажа,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,11/26/2020
Системный администратор информационно-коммуникационных систем,Системный администратор. Технический отдел,"IT, телекоммуникации, связь, электроника Сетевые технологии","Товарищество с ограниченной ответственностью ""Карагандинская железнодорожная больница""",от 70 000 тг.,1 год стажа,высшее,КОСТАНАЙСКАЯ ОБЛАСТЬ / г. Костанай,полный рабочий день,нормальные,11/26/2020
Программист-аналитик,специалист по государственным закупкам,"IT, телекоммуникации, связь, электроника Аналитика","Товарищество с ограниченной ответственностью ""СарыаркаАвтоПром""",от 64 629 тг.,2 года стажа,высшее,г. НУР-СУЛТАН / район Алматы,полный рабочий день,нормальные,11/26/2020
Программист-аналитик,Статист,"IT, телекоммуникации, связь, электроника Аналитика","Товарищество с ограниченной ответственностью ""СарыаркаАвтоПром""",от 64 629 тг.,2 года стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / Каркаралинский район,полный рабочий день,нормальные,11/26/2020
Программист-аналитик,Оператор ЭВМ,"IT, телекоммуникации, связь, электроника Аналитика","БАТЫС ҚАЗАҚСТАН ОБЛЫСЫ БӨРЛІ АУДАНЫ ӘКІМДІГІНІҢ БІЛІМ БЕРУ БӨЛІМІНІҢ БӨРЛІ АУЫЛЫНЫҢ ""АҚ СҰҢҚАР"" БӨБЕКЖАЙЫ"" МЕМЛЕКЕТТІК КОММУНАЛДЫҚ ҚАЗЫНАЛЫҚ КӘСІПОРЫНЫ",от 64 629 тг.,2 года стажа,техническое и профессиональное,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,11/26/2020
Программист-аналитик,Оператор ЭВМ,"IT, телекоммуникации, связь, электроника Аналитика","БАТЫС ҚАЗАҚСТАН ОБЛЫСЫ БӨРЛІ АУДАНЫ ӘКІМДІГІНІҢ БІЛІМ БЕРУ БӨЛІМІНІҢ БӨРЛІ АУЫЛЫНЫҢ ""АҚ СҰҢҚАР"" БӨБЕКЖАЙЫ"" МЕМЛЕКЕТТІК КОММУНАЛДЫҚ ҚАЗЫНАЛЫҚ КӘСІПОРЫНЫ",от 64 629 тг.,2 года стажа,техническое и профессиональное,г. АЛМАТЫ / Ауэзовский район,полный рабочий день,нормальные,11/26/2020
Программист-аналитик,Оператор ЭВМ,"IT, телекоммуникации, связь, электроника Аналитика","БАТЫС ҚАЗАҚСТАН ОБЛЫСЫ БӨРЛІ АУДАНЫ ӘКІМДІГІНІҢ БІЛІМ БЕРУ БӨЛІМІНІҢ БӨРЛІ АУЫЛЫНЫҢ ""АҚ СҰҢҚАР"" БӨБЕКЖАЙЫ"" МЕМЛЕКЕТТІК КОММУНАЛДЫҚ ҚАЗЫНАЛЫҚ КӘСІПОРЫНЫ",от 64 629 тг.,2 года стажа,техническое и профессиональное,ЖАМБЫЛСКАЯ ОБЛАСТЬ / Байзакский  район,полный рабочий день,нормальные,11/26/2020
Врач клинический фармаколог,Диетолог,"Медицина, фармацевтика Медицина, фармацевтика","Товарищество с ограниченной ответственностью ""WOOPPAY"" (ВУППЭЙ)",от 100 000 тг.,Без опыта работы,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,11/26/2020
Врач клинический фармаколог,Старший эксперт Направления инжениринга бизнес-процессов,"Медицина, фармацевтика Медицина, фармацевтика","Коммунальное государственное предприятие ""Костанайская городская больница"" Управления здравоохранения акимата Костанайской области",от 100 000 тг.,Без опыта работы,высшее,КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ / Казалинский район,полный рабочий день,нормальные,11/26/2020
Врач клинический фармаколог,Эксперт Направления по управлению данными,"Медицина, фармацевтика Медицина, фармацевтика","Коммунальное государственное учреждение ""Центр для ресоциализации лиц, оказавшихся в трудной жизненной ситуации акимата города Жезказгана""",от 100 000 тг.,Без опыта работы,послесреднее,В-КАЗАХСТАНСКАЯ ОБЛАСТЬ / г. Семей,полный рабочий день,нормальные,11/26/2020
Врач клинический фармаколог,Экономист на производство,"Медицина, фармацевтика Медицина, фармацевтика","ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""GOLDEN RILL GROUP"" В ГОРОДЕ АСТАНА",от 100 000 тг.,Без опыта работы,послесреднее,г. НУР-СУЛТАН / г. Нур-Султан,полный рабочий день,нормальные,11/26/2020
Машинист сцены,"Мастер по нарезке стекла, зеркал","Игорный, модельный и шоу-бизнес Театр","Коммунальное государственное предприятие на праве хозяйственного ведения ""Центр ранней детской реабилитации"" Управления здравоохранения города Алматы",от 51 676 тг.,1 год стажа,общее среднее (с 1 по 11/12 классы),"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,11/26/2020
Кредитный агент,кредитный менеджер,"Банки, инвестиции, лизинг Кредитование","Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""Микрокредит""",от 74 000 тг.,Без опыта работы,высшее,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,11/26/2020
Кредитный агент,кредитный менеджер,"Банки, инвестиции, лизинг Кредитование","Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""Микрокредит""",от 74 000 тг.,Без опыта работы,высшее,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,11/26/2020
Системный администратор,системный администратор отдела информационных коммуникаций и тестирования,"IT, телекоммуникации, связь, электроника Системная интеграция","Республиканское государственное учреждение ""Казахская национальная академия искусств имени Т.К.Жургенова"" Министерства культуры и спорта Республики Казахстан",от 72 558 тг.,1 год стажа,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,11/27/2020
Системный администратор,системный администратор процессингового центра,"IT, телекоммуникации, связь, электроника Системная интеграция","Товарищество с ограниченной ответственностью ""Центр управления пассажирскими перевозками города Усть-Каменогорска""",от 100 000 тг.,1 год стажа,высшее,ПАВЛОДАРСКАЯ ОБЛАСТЬ / г. Павлодар,полный рабочий день,нормальные,11/27/2020
Мастер раскройного цеха,Старший экономист планово- экономический отдел,"Промышленность, производство Легкая промышленность","Товарищество с ограниченной ответственностью ""CITYМЕD""",от 80 000 тг.,1 год стажа,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,11/27/2020
Охранник,Эксперт Направления инжениринга бизнес-процессов,"Охрана, безопасность, полиция Охрана, безопасность, полиция","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА УЯЛИНСКОГО СЕЛЬСКОГО ОКРУГА АКЖАРСКОГО РАЙОНА СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ""",от 75 000 тг.,Без опыта работы,общее среднее (с 1 по 11/12 классы),г. АЛМАТЫ / Наурызбайский район,полный рабочий день,нормальные,11/27/2020
Инженер по научно-технической информации,врач-офтальмолог,"Образование, наука Технические науки","Коммунальное государственное предприятие ""Аркалыкская региональная поликлиника"" Управления здравоохранения акимата Костанайской области",от 300 000 тг.,4 года стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / Нуринский район,полный рабочий день,нормальные,11/27/2020
Врач-статистик,Инспектор по взысканию долгов,"Медицина, фармацевтика Медицина, фармацевтика","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ВНУТРЕННИХ ДЕЛ КОСТАНАЙСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РЕСПУБЛИКИ КАЗАХСТАН""",от 100 000 тг.,1 год стажа,высшее,ЖАМБЫЛСКАЯ ОБЛАСТЬ / г. Тараз,полный рабочий день,нормальные,11/27/2020
Врач-статистик,Заместитель Начальника ОПЕРУ,"Медицина, фармацевтика Медицина, фармацевтика","Товарищество с ограниченной ответственностью ""SITEK Caspian""",от 100 000 тг.,1 год стажа,высшее,В-КАЗАХСТАНСКАЯ ОБЛАСТЬ / г. Семей,полный рабочий день,нормальные,11/27/2020
Врач-статистик,Специалист по подготовке технической документации,"Медицина, фармацевтика Медицина, фармацевтика","Товарищество с ограниченной ответственностью ""КОНТАКТ""",от 100 000 тг.,1 год стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Караганда,полный рабочий день,нормальные,11/27/2020
Врач-эпидемиолог,Врач рентгенолог рентгенологического отделения,"Медицина, фармацевтика Медицина, фармацевтика","Государственное коммунальное предприятие на праве хозяйственного ведения ""Городская поликлиника №5"" Управления здравоохранения акимата Западно-Казахстанской области",от 80 000 тг.,1 год стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Жезказган,полный рабочий день,нормальные,11/27/2020
Врач-статистик,Педагог по бизнес-экономическому направлению,"Медицина, фармацевтика Медицина, фармацевтика","Товарищество с ограниченной ответственностью ""SITEK Caspian""",от 100 000 тг.,1 год стажа,техническое и профессиональное,г. НУР-СУЛТАН / г. Нур-Султан,полный рабочий день,нормальные,11/27/2020
Врач-статистик,главный специалист группы медиа-аналитики,"Медицина, фармацевтика Медицина, фармацевтика","Товарищество с ограниченной ответственностью ""SITEK Caspian""",от 100 000 тг.,1 год стажа,высшее,КОСТАНАЙСКАЯ ОБЛАСТЬ / г. Костанай,полный рабочий день,тяжелые и вредные,11/27/2020
Инструктор по спорту с элементами риска,Главный менеджер Направления корпоративных продаж,"Красота, фитнес, спорт Инструктаж, проведение тренировок","Акционерное общество ""Исламский Банк ""Al Hilal""",от 155 000 тг.,3 года стажа,высшее,г. НУР-СУЛТАН / г. Нур-Султан,посменный,нормальные,11/27/2020
Машинист сцены,Мантировщик,"Игорный, модельный и шоу-бизнес Театр","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""МУЗЫКАЛЬНЫЙ ТЕАТР ЮНОГО ЗРИТЕЛЯ"" АКИМАТА ГОРОДА НУР-СУЛТАН",от 70 000 тг.,Без опыта работы,общее среднее (с 1 по 11/12 классы),"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,11/27/2020
Машинист сцены,Бизнес-контролер,"Игорный, модельный и шоу-бизнес Театр","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""МУЗЫКАЛЬНЫЙ ТЕАТР ЮНОГО ЗРИТЕЛЯ"" АКИМАТА ГОРОДА НУР-СУЛТАН",от 70 000 тг.,Без опыта работы,общее среднее (с 1 по 11/12 классы),КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ / Жалагашский район,полный рабочий день,нормальные,11/27/2020
Машинист сцены,Методист - аналитик,"Игорный, модельный и шоу-бизнес Театр","Коммунальное государственное казенное предприятие ""Жамбылский областной русский драматический театр"" управления культуры, архивов и документации акимата Жамбылской области",от 70 000 тг.,Без опыта работы,общее среднее (с 1 по 11/12 классы),ЖАМБЫЛСКАЯ ОБЛАСТЬ / Байзакский  район,полный рабочий день,нормальные,11/27/2020
Машинист сцены,Кредитный аналитик,"Игорный, модельный и шоу-бизнес Театр","Государственное коммунальное казенное предприятие ""Шымкентский городской русский драматический театр"" управления культуры, развития языков и архивов города Шымкент""",от 70 000 тг.,Без опыта работы,техническое и профессиональное,г. АЛМАТЫ / Медеуский район,полный рабочий день,нормальные,11/27/2020
Кредитный менеджер,Старший эксперт Направления инжениринга бизнес-процессов,"Банки, инвестиции, лизинг Кредитование","Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская поликлиника №6"" Управления общественного здоровья города Алматы",от 60 000 тг.,1 год стажа,высшее,г. ШЫМКЕНТ / Каратауский район,полный рабочий день,нормальные,11/27/2020
Кредитный менеджер,Старший эксперт Направления инжениринга бизнес-процессов,"Банки, инвестиции, лизинг Кредитование","Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская поликлиника №6"" Управления общественного здоровья города Алматы",от 60 000 тг.,1 год стажа,высшее,г. ШЫМКЕНТ / Каратауский район,полный рабочий день,нормальные,11/27/2020
Кредитный менеджер,Старший эксперт Направления инжениринга бизнес-процессов,"Банки, инвестиции, лизинг Кредитование","Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская поликлиника №6"" Управления общественного здоровья города Алматы",от 60 000 тг.,1 год стажа,высшее,г. ШЫМКЕНТ / Каратауский район,полный рабочий день,нормальные,11/27/2020
Кредитный менеджер,Старший эксперт Направления инжениринга бизнес-процессов,"Банки, инвестиции, лизинг Кредитование","Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская поликлиника №6"" Управления общественного здоровья города Алматы",от 60 000 тг.,1 год стажа,высшее,г. ШЫМКЕНТ / Каратауский район,полный рабочий день,нормальные,11/27/2020
Руководитель кредитного отдела,"старший,ведущий, главный менеджер Департамента администрирования банковских операций","Банки, инвестиции, лизинг Кредитование","Кызылординский филиал товарищества с ограниченной ответственностью ""Микрофинансовая организация ""КМF(КМФ)""",от 125 000 тг.,Без опыта работы,высшее,ПАВЛОДАРСКАЯ ОБЛАСТЬ / г. Павлодар,полный рабочий день,нормальные,11/27/2020
Руководитель кредитного отдела,"старший,ведущий, главный менеджер Департамента администрирования банковских операций","Банки, инвестиции, лизинг Кредитование","Кызылординский филиал товарищества с ограниченной ответственностью ""Микрофинансовая организация ""КМF(КМФ)""",от 125 000 тг.,Без опыта работы,высшее,ПАВЛОДАРСКАЯ ОБЛАСТЬ / г. Павлодар,полный рабочий день,нормальные,11/27/2020
Кредитный менеджер,кредитный менеджер,"Банки, инвестиции, лизинг Кредитование","Жамбылский филиал товарищества с ограниченной ответственностью ""Микрофинансовая организация ""KMF (КМФ)""",от 60 000 тг.,1 год стажа,послесреднее,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,11/27/2020
Кредитный менеджер,кредитный менеджер,"Банки, инвестиции, лизинг Кредитование","Жамбылский филиал товарищества с ограниченной ответственностью ""Микрофинансовая организация ""KMF (КМФ)""",от 60 000 тг.,1 год стажа,послесреднее,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,11/27/2020
Кредитный менеджер,кредитный менеджер,"Банки, инвестиции, лизинг Кредитование","Жамбылский филиал товарищества с ограниченной ответственностью ""Микрофинансовая организация ""KMF (КМФ)""",от 60 000 тг.,1 год стажа,послесреднее,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,11/27/2020
Кредитный менеджер,кредитный менеджер,"Банки, инвестиции, лизинг Кредитование","Жамбылский филиал товарищества с ограниченной ответственностью ""Микрофинансовая организация ""KMF (КМФ)""",от 60 000 тг.,1 год стажа,послесреднее,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,11/27/2020
Инженер-программист,обязательное условие наличие 1 высшей квалификационной категории,"IT, телекоммуникации, связь, электроника Системы автоматизированного проектирования (САПР, САУ)",ИП ОРАЗАЛИНА С,от 114 000 тг.,1 год стажа,техническое и профессиональное,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Караганда,полный рабочий день,нормальные,11/29/2020
Инженер-программист,,"IT, телекоммуникации, связь, электроника Системы автоматизированного проектирования (САПР, САУ)","Государственное казенное коммунальное предприятие ""Ясли-сад № 111 города Павлодара"" отдела образования города Павлодара, акимата города Павлодара",от 312 000 тг.,3 года стажа,техническое и профессиональное,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,11/30/2020
Инженер-программист,,"IT, телекоммуникации, связь, электроника Системы автоматизированного проектирования (САПР, САУ)","Государственное казенное коммунальное предприятие ""Ясли-сад № 111 города Павлодара"" отдела образования города Павлодара, акимата города Павлодара",от 312 000 тг.,3 года стажа,техническое и профессиональное,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,11/30/2020
Системный инженер,Системный инженер,"IT, телекоммуникации, связь, электроника Системная интеграция","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2 ГОРОДА АКСУ""",от 81 565 тг.,3 года стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Караганда,полный рабочий день,нормальные,11/30/2020
Сетевой инженер,Инженер по автоматизированным системам управления производством,"IT, телекоммуникации, связь, электроника Сетевые технологии","Верхне-Иртышский филиал Республиканского государственного казенного предприятия ""Қазақстан су жолдары"" Комитета транспорта Министерства индустрии и инфраструктурного развития Республики Казахстан",от 72 558 тг.,3 года стажа,высшее,г. НУР-СУЛТАН / район Алматы,полный рабочий день,нормальные,11/30/2020
Сетевой инженер,Ведущий инженер по климотехнике ПГ «Техническое обслуживание инженерных систем ЦОД»,"IT, телекоммуникации, связь, электроника Сетевые технологии","ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ТРАНСТЕЛЕКОМ"" В ГОРОДЕ КАРАГАНДА-""КАРАГАНДАТРАНСТЕЛЕКОМ""",от 260 000 тг.,5 лет стажа,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,11/30/2020
Сетевой инженер,Инженер смены ПГ «Техническое обслуживание инженерных систем ЦОД»,"IT, телекоммуникации, связь, электроника Сетевые технологии","ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ТРАНСТЕЛЕКОМ"" В ГОРОДЕ КАРАГАНДА-""КАРАГАНДАТРАНСТЕЛЕКОМ""",от 151 000 тг.,3 года стажа,высшее,В-КАЗАХСТАНСКАЯ ОБЛАСТЬ / г. Усть-Каменогорск,полный рабочий день,нормальные,11/30/2020
Сетевой инженер,Ведущий инженер ПГ по обслуживанию сетей АО «Интергаз Центральная Азия»,"IT, телекоммуникации, связь, электроника Сетевые технологии","ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ТРАНСТЕЛЕКОМ"" В ГОРОДЕ КАРАГАНДА-""КАРАГАНДАТРАНСТЕЛЕКОМ""",от 150 000 тг.,3 года стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Караганда,полный рабочий день,нормальные,11/30/2020
Сетевой инженер,Ведущий инженер ПГ по обслуживанию сетей АО «Интергаз Центральная Азия»,"IT, телекоммуникации, связь, электроника Сетевые технологии","ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ТРАНСТЕЛЕКОМ"" В ГОРОДЕ КАРАГАНДА-""КАРАГАНДАТРАНСТЕЛЕКОМ""",от 150 000 тг.,3 года стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Караганда,полный рабочий день,нормальные,11/30/2020
Сетевой инженер,Инженер СПД ПГ по обслуживанию сетей АО «Интергаз Центральная Азия»,"IT, телекоммуникации, связь, электроника Сетевые технологии","ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ТРАНСТЕЛЕКОМ"" В ГОРОДЕ КАРАГАНДА-""КАРАГАНДАТРАНСТЕЛЕКОМ""",от 120 000 тг.,3 года стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Жезказган,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,специалист по государственным закупкам,"IT, телекоммуникации, связь, электроника Программирование, разработка","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 312 000 тг.,3 года стажа,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,специалист по государственным закупкам,"IT, телекоммуникации, связь, электроника Программирование, разработка","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 312 000 тг.,3 года стажа,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,Инструктор пожарной профилактики,"IT, телекоммуникации, связь, электроника Программирование, разработка","Товарищество с ограниченной ответственностью ""CITYМЕD""",от 174 000 тг.,1 год стажа,высшее,,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,врач статистик,"IT, телекоммуникации, связь, электроника Программирование, разработка","Товарищество с ограниченной ответственностью ""CITYМЕD""",от 174 000 тг.,1 год стажа,высшее,,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,Главный менеджер Направления безопасности,"IT, телекоммуникации, связь, электроника Программирование, разработка","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 174 000 тг.,1 год стажа,высшее,АТЫРАУСКАЯ ОБЛАСТЬ / г. Атырау,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,воспитатель,"IT, телекоммуникации, связь, электроника Программирование, разработка","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 105 000 тг.,1 год стажа,высшее,АТЫРАУСКАЯ ОБЛАСТЬ / г. Атырау,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,,"IT, телекоммуникации, связь, электроника Программирование, разработка","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 105 000 тг.,1 год стажа,высшее,МАНГИСТАУСКАЯ ОБЛАСТЬ / г. Актау,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,Ведущий эксперт Направления безопасности,"IT, телекоммуникации, связь, электроника Программирование, разработка","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 105 000 тг.,1 год стажа,высшее,ТУРКЕСТАНСКАЯ ОБЛАСТЬ / Сайрамский район,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,Эксперт Направления розничного бизнеса,"IT, телекоммуникации, связь, электроника Программирование, разработка","Государственное коммунальное казённое предприятие ""Детско-юношеский центр ""Әлем"" акимата города Темиртау отдела образования города Темиртау""",от 105 000 тг.,1 год стажа,послесреднее,г. НУР-СУЛТАН / г. Нур-Султан,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,Эксперт Направления по управлению данными,"IT, телекоммуникации, связь, электроника Программирование, разработка","Государственное коммунальное казённое предприятие ""Колледж Бәйтерек"" управления образования акимата Западно-Казахстанской области",от 312 000 тг.,3 года стажа,техническое и профессиональное,г. АЛМАТЫ / Жетысуский район,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,Эксперт Направления по управлению данными,"IT, телекоммуникации, связь, электроника Программирование, разработка","Государственное коммунальное казённое предприятие ""Колледж Бәйтерек"" управления образования акимата Западно-Казахстанской области",от 312 000 тг.,3 года стажа,техническое и профессиональное,г. АЛМАТЫ / Жетысуский район,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,Старший эксперт Направления инжениринга бизнес-процессов,"IT, телекоммуникации, связь, электроника Программирование, разработка","Төлеби аудандық мәдениет және тілдерді дамыту бөлімінің ""Саябақтары"" коммуналдық мемлекеттік мекемесі",от 174 000 тг.,1 год стажа,техническое и профессиональное,АТЫРАУСКАЯ ОБЛАСТЬ / г. Атырау,полный рабочий день,нормальные,11/30/2020
Разработчик программного обеспечения,Старший эксперт Направления инжениринга бизнес-процессов,"IT, телекоммуникации, связь, электроника Программирование, разработка","Товарищество с ограниченной ответственностью ""Бюро по работе с должниками""",от 105 000 тг.,1 год стажа,техническое и профессиональное,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Караганда,полный рабочий день,нормальные,11/30/2020
Специалист по информационной безопасности,ведущий инженер электроник,"IT, телекоммуникации, связь, электроника Информационная безопасность (кибербезопасность)","Государственное коммунальное предприятие на праве хозяйственного ведения ""Кокшетауская городская многопрофильная больница"" при управлении здравоохранения Акмолинской области",от 138 000 тг.,1 год стажа,техническое и профессиональное,,полный рабочий день,нормальные,11/30/2020
Финансовый служащий,главный специалист группы медиа-аналитики,"Экономика, финансы Экономика, финансы",Open Consulting,от 243 000 тг.,3 года стажа,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,11/30/2020
Финансовый служащий,кредитный главный менеджер Отдела малого и среднего бизнеса,"Экономика, финансы Экономика, финансы","Филиал АО ""ForteBank"" в городе Алматы",от 243 000 тг.,1 год стажа,высшее,г. АЛМАТЫ / Наурызбайский район,полный рабочий день,нормальные,11/30/2020
Финансовый служащий,главный специалист группы медиа-аналитики,"Экономика, финансы Экономика, финансы",Open Consulting,от 243 000 тг.,3 года стажа,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,11/30/2020
Финансовый служащий,кредитный главный менеджер Отдела малого и среднего бизнеса,"Экономика, финансы Экономика, финансы","Филиал АО ""ForteBank"" в городе Алматы",от 243 000 тг.,1 год стажа,высшее,г. АЛМАТЫ / Наурызбайский район,полный рабочий день,нормальные,11/30/2020
Финансовый служащий,Главный кредитный менеджер малого и среднего бизнеса,"Экономика, финансы Экономика, финансы","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 174 000 тг.,1 год стажа,высшее,КОСТАНАЙСКАЯ ОБЛАСТЬ / г. Костанай,полный рабочий день,нормальные,11/30/2020
Финансовый служащий,Ведущий менеджер Направления малого и среднего бизнеса,"Экономика, финансы Экономика, финансы","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 174 000 тг.,1 год стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / г. Караганда,полный рабочий день,нормальные,11/30/2020
Финансист,-,"Экономика, финансы Финансовый менеджмент","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ҚАПШАҒАЙ БҮРКІТ""",от 174 000 тг.,1 год стажа,общее среднее (с 1 по 11/12 классы),г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,11/30/2020
Корпоративный финансовый аналитик,бухгалтер аналитик,"Экономика, финансы Финансовый анализ","""ФИРКРОФТ ИНЖИНИРИНГ СЕРВИСИЗ ЛИМИТЕД ҚАЗАҚСТАН"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",от 138 000 тг.,3 года стажа,высшее,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,11/30/2020
